Time	texts
35:28:00	And governors are creative. There's no doubt about it. But they're not creative enough
35:31:00	to make up for 30 percent of revenue on something like Medicaid. What ends up happening is some
35:36:00	people end up not getting help.
35:38:00	ROMNEY: Jim, let's -- we've gone on a lot of topics there, and so it's going to take
35:43:00	a minute to go from Medicaid to schools...
35:45:00	LEHRER: Come back to...
35:46:00	(CROSSTALK)
35:46:00	ROMNEY: ... to oil, to tax breaks, then companies going overseas. So let's go through them one
35:49:00	by one.
35:50:00	First of all, the Department of Energy has said the tax break for oil companies is $2.8
35:54:00	billion a year. And it's actually an accounting treatment, as you know, that's been in place
35:58:00	for a hundred years. Now...
36:00:00	OBAMA: It's time to end it.
36:02:00	ROMNEY: And in one year, you provided $90 billion in breaks to the green energy world.
36:09:00	Now, I like green energy as well, but that's about 50 years' worth of what oil and gas
36:14:00	receives. And you say Exxon and Mobil. Actually, this $2.8 billion goes largely to small companies,
36:20:00	to drilling operators and so forth.
36:21:00	ROMNEY: But, you know, if we get that tax rate from 35 percent down to 25 percent, why
36:26:00	that $2.8 billion is on the table. Of course it's on the table. That's probably not going
36:29:00	to survive you get that rate down to 25 percent.
36:32:00	But don't forget, you put $90 billion, like 50 years' worth of breaks, into -- into solar
36:39:00	and wind, to Solyndra and Fisker and Tester and Ener1. I mean, I had a friend who said
36:46:00	you don't just pick the winners and losers, you pick the losers, all right? So this -- this
36:49:00	is not -- this is not the kind of policy you want to have if you want to get America energy
36:54:00	secure.
36:55:00	The second topic, which is you said you get a deduction for taking a plant overseas. Look,
36:59:00	I've been in business for 25 years. I have no idea what you're talking about. I maybe
37:04:00	need to get a new accountant.
37:05:00	LEHRER: Let's...
37:06:00	ROMNEY: But -- but the idea that you get a break for shipping jobs overseas is simply
37:09:00	not the case.
37:10:00	(CROSSTALK)
37:10:00	ROMNEY: What we do have right now is a setting where I'd like to bring money from overseas
37:14:00	back to this country.
37:15:00	And, finally, Medicaid to states? I'm not quite sure where that came in, except this,
37:19:00	which is, I would like to take the Medicaid dollars that go to states and say to a state,
37:24:00	you're going to get what you got last year, plus inflation, plus 1 percent, and then you're
37:30:00	going to manage your care for your poor in the way you think best.
37:33:00	And I remember, as a governor, when this idea was floated by Tommy Thompson, the governors
37:38:00	Republican and Democrats -- said, please let us do that. We can care for our own poor
37:44:00	in so much better and more effective a way than having the federal government tell us
37:48:00	how to care for our poor.
37:51:00	So -- so let's state -- one of the magnificent things about this country is the whole idea
37:55:00	that states are the laboratories of democracy. Don't have the federal government tell everybody
37:59:00	what kind of training programs they have to have and what kind of Medicaid they have to
38:04:00	have. Let states do this.
38:05:00	And, by the way, if a state gets in trouble, well, we can step in and see if we can find
38:08:00	a way to help them.
38:09:00	LEHRER: Let's go.
38:10:00	ROMNEY: But -- but the right -- the right approach is one which relies on the brilliance
38:14:00	of our people and states, not the federal government.
38:16:00	LEHRER: (inaudible) and we're going on -- still on the economy, on another -- but another
38:19:00	part of it...
38:19:00	OBAMA: OK.
38:20:00	LEHRER: All right? All right. This is segment three, the economy. Entitlements. First -- first
38:25:00	answer goes to you, two minutes, Mr. President. Do you see a major difference between the
38:32:00	two of you on Social Security?
38:34:00	OBAMA: You know, I suspect that, on Social Security, we've got a somewhat similar position.
38:40:00	Social Security is structurally sound. It's going to have to be tweaked the way it was
38:45:00	by Ronald Reagan and Speaker -- Democratic Speaker Tip O'Neill. But it is -- the basic
38:51:00	structure is sound.
38:53:00	But -- but I want to talk about the values behind Social Security and Medicare, and then
38:57:00	talk about Medicare, because that's the big driver of our deficits right now.
39:02:00	You know, my grandmother -- some of you know -- helped to raise me. My grandparents did.
39:09:00	My grandfather died a while back. My grandmother died three days before I was elected president.
39:15:00	And she was fiercely independent. She worked her way up, only had a high school education,
39:19:00	started as a secretary, ended up being the vice president of a local bank. And she ended
39:25:00	up living alone by choice.
39:28:00	And the reason she could be independent was because of Social Security and Medicare. She
39:33:00	had worked all her life, put in this money, and understood that there was a basic guarantee,
39:38:00	a floor under which she could not go.
39:40:00	And that's the perspective I bring when I think about what's called entitlements. You
39:45:00	know, the name itself implies some sense of dependency on the part of these folks. These
39:50:00	are folks who've worked hard, like my grandmother, and there are millions of people out there
39:54:00	who are counting on this.
39:55:00	OBAMA: So my approach is to say, how do we strengthen the system over the long term?
40:01:00	And in Medicare, what we did was we said, we are going to have to bring down the costs
40:07:00	if we're going to deal with our long-term deficits, but to do that, let's look where
40:12:00	some of the money's going.
40:14:00	$716 billion we were able to save from the Medicare program by no longer overpaying insurance
40:21:00	companies by making sure that we weren't overpaying providers. And using that money, we were actually
40:28:00	able to lower prescription drug costs for seniors by an average of $600, and we were
40:33:00	also able to make a -- make a significant dent in providing them the kind of preventive
40:37:00	care that will ultimately save money through the -- throughout the system.
40:41:00	So the way for us to deal with Medicare in particular is to lower health care costs.
40:47:00	When it comes to Social Security, as I said, you don't need a major structural change in
40:52:00	order to make sure that Social Security is there for the future.
40:55:00	LEHRER: We'll follow up on this.
40:56:00	First, Governor Romney, you have two minutes on Social Security and entitlements.
41:01:00	ROMNEY: Well, Jim, our seniors depend on these programs, and I know anytime we talk about
41:07:00	entitlements, people become concerned that something's going to happen that's going to
41:10:00	change their life for the worse.
41:12:00	And the answer is neither the president nor I are proposing any changes for any current
41:17:00	retirees or near retirees, either to Social Security or Medicare. So if you're 60 or around
41:23:00	60 or older, you don't need to listen any further.
41:26:00	But for younger people, we need to talk about what changes are going to be occurring. Oh,
41:30:00	I just thought about one. And that is, in fact, I was wrong when I said the president
41:34:00	isn't proposing any changes for current retirees. In fact he is on Medicare. On Social Security
41:38:00	he's not.
41:39:00	But on Medicare, for current retirees, he's cutting $716 billion from the program. Now,
41:46:00	he says by not overpaying hospitals and providers. Actually just going to them and saying, "We're
41:51:00	going to reduce the rates you get paid across the board, everybody's going to get a lower
41:55:00	rate." That's not just going after places where there's abuse. That's saying we're cutting
41:58:00	the rates. Some 15 percent of hospitals and nursing homes say they won't take anymore
42:03:00	Medicare patients under that scenario.
42:06:00	We also have 50 percent of doctors who say they won't take more Medicare patients.
42:12:00	This -- we have 4 million people on Medicare Advantage that will lose Medicare Advantage
42:16:00	because of those $716 billion in cuts. I can't understand how you can cut Medicare $716 billion
42:25:00	for current recipients of Medicare.
42:27:00	Now, you point out, well, we're putting some back. We're going to give a better prescription
42:30:00	program. That's $1 -- that's $1 for every $15 you've cut. They're smart enough to know
42:36:00	that's not a good trade.
42:37:00	I want to take that $716 billion you've cut and put it back into Medicare. By the way,
42:43:00	we can include a prescription program if we need to improve it.
42:46:00	But the idea of cutting $716 billion from Medicare to be able to balance the additional
42:51:00	cost of Obamacare is, in my opinion, a mistake.
42:54:00	And with regards to young people coming along, I've got proposals to make sure Medicare and
42:59:00	Social Security are there for them without any question.
43:02:00	LEHRER: Mr. President?
43:04:00	OBAMA: First of all, I think it's important for Governor Romney to present this plan that
43:08:00	he says will only affect folks in the future.
43:12:00	And the essence of the plan is that you would turn Medicare into a voucher program. It's
43:18:00	called premium support, but it's understood to be a voucher program. His running mate...
43:23:00	LEHRER: And you don't support that?
43:24:00	OBAMA: I don't. And let me explain why.
43:27:00	ROMNEY: Again, that's for future...
43:29:00	OBAMA: I understand.
43:29:00	ROMNEY: ... people, right, not for current retirees.
43:30:00	OBAMA: For -- so if you're -- if you're 54 or 55, you might want to listen 'cause this
43:36:00	 this will affect you.
43:39:00	The idea, which was originally presented by Congressman Ryan, your running mate, is that
43:46:00	we would give a voucher to seniors and they could go out in the private marketplace and
43:52:00	buy their own health insurance.
43:54:00	The problem is that because the voucher wouldn't necessarily keep up with health care inflation,
44:00:00	it was estimated that this would cost the average senior about $6,000 a year.
44:04:00	Now, in fairness, what Governor Romney has now said is he'll maintain traditional Medicare
44:10:00	alongside it. But there's still a problem, because what happens is, those insurance companies
44:16:00	are pretty clever at figuring out who are the younger and healthier seniors. They recruit
44:22:00	them, leaving the older, sicker seniors in Medicare. And every health care economist
44:27:00	that looks at it says, over time, what'll happen is the traditional Medicare system
44:31:00	will collapse.
44:32:00	OBAMA: And then what you've got is folks like my grandmother at the mercy of the private
44:37:00	insurance system precisely at the time when they are most in need of decent health care.
44:43:00	So, I don't think vouchers are the right way to go. And this is not my own -- only my opinion.
44:50:00	AARP thinks that the -- the savings that we obtained from Medicare bolster the system,
44:57:00	lengthen the Medicare trust fund by eight years. Benefits were not affected at all.
45:03:00	And ironically, if you repeal Obamacare, and I have become fond of this term, "Obamacare,"
45:09:00	if you repeal it, what happens is those seniors right away are going to be paying $600 more
45:15:00	in prescription care. They're now going to have to be paying copays for basic checkups
45:19:00	that can keep them healthier.
45:22:00	And the primary beneficiary of that repeal are insurance companies that are estimated
45:31:00	to gain billions of dollars back when they aren't making seniors any healthier. And I
45:36:00	don't think that's the right approach when it comes to making sure that Medicare is stronger
45:41:00	over the long term.
45:41:00	LEHRER: We'll talk about -- specifically about health care in a moment. But what -- do you
45:46:00	support the voucher system, Governor?
45:47:00	ROMNEY: What I support is no change for current retirees and near-retirees to Medicare. And
45:54:00	the president supports taking $716 billion out of that program.
45:58:00	LEHRER: And what about the vouchers?
45:59:00	(CROSSTALK)
45:59:00	ROMNEY: So that's -- that's number one.
46:01:00	Number two is for people coming along that are young, what I do to make sure that we
46:05:00	can keep Medicare in place for them is to allow them either to choose the current Medicare
46:11:00	program or a private plan. Their choice.
46:15:00	They get to choose -- and they'll have at least two plans that will be entirely at no
46:18:00	cost to them. So they don't have to pay additional money, no additional $6,000. That's not going
46:22:00	to happen. They'll have at least two plans.
46:23:00	ROMNEY: And by the way, if the government can be as efficient as the private sector
46:27:00	and offer premiums that are as low as the private sector, people will be happy to get
46:31:00	traditional Medicare or they'll be able to get a private plan.
46:34:00	I know my own view is I'd rather have a private plan. I'd just assume not have the government
46:39:00	telling me what kind of health care I get. I'd rather be able to have an insurance company.
46:42:00	If I don't like them, I can get rid of them and find a different insurance company. But
46:45:00	people make their own choice.
46:47:00	The other thing we have to do to save Medicare? We have to have the benefits high for those
46:51:00	that are low income, but for higher income people, we're going to have to lower some
46:56:00	of the benefits. We have to make sure this program is there for the long term. That's
47:00:00	the plan that I've put forward.
47:01:00	And, by the way the idea came not even from Paul Ryan or -- or Senator Wyden, who's the
47:05:00	co-author of the bill with -- with Paul Ryan in the Senate, but also it came from Bill
47:09:00	-- Bill Clinton's chief of staff. This is an idea that's been around a long time, which
47:13:00	is saying, hey, let's see if we can't get competition into the Medicare world so that
47:18:00	people can get the choice of different plans at lower cost, better quality. I believe in
47:23:00	competition.
47:24:00	OBAMA: Jim, if I -- if I can just respond very quickly, first of all, every study has
47:29:00	shown that Medicare has lower administrative costs than private insurance does, which is
47:34:00	why seniors are generally pretty happy with it.
47:37:00	And private insurers have to make a profit. Nothing wrong with that. That's what they
47:41:00	do. And so you've got higher administrative costs, plus profit on top of that. And if
47:50:00	you are going to save any money through what Governor Romney's proposing, what has to happen
47:56:00	is, is that the money has to come from somewhere.
47:59:00	And when you move to a voucher system, you are putting seniors at the mercy of those
48:04:00	insurance companies. And over time, if traditional Medicare has decayed or fallen apart, then
48:12:00	they're stuck.
48:13:00	And this is the reason why AARP has said that your plan would weaken Medicare substantially.
48:22:00	And that's why they were supportive of the approach that we took.
48:25:00	One last point I want to make. We do have to lower the cost of health care, not just
48:30:00	in Medicare and Medicaid... LEHRER: Talk about that in a minute.
48:32:00	OBAMA: ... but -- but -- but overall.
48:33:00	LEHRER: OK.
48:34:00	OBAMA: And so...
48:35:00	ROMNEY: That's -- that's a big topic. Can we -- can we stay on Medicare?
48:37:00	OBAMA: Is that a -- is that a separate topic?
48:38:00	(CROSSTALK)
48:38:00	LEHRER: Yeah, we're going to -- yeah, I want to get to it.
48:39:00	OBAMA: I'm sorry.
48:39:00	LEHRER: But all I want to do is go very quickly...
48:41:00	ROMNEY: Let's get back to Medicare.
48:42:00	LEHRER: ... before we leave the economy...
48:42:00	ROMNEY: Let's get back to Medicare.
48:43:00	(CROSSTALK)
48:43:00	ROMNEY: The president said that the government can provide the service at lower cost and
48:47:00	without a profit.
48:48:00	LEHRER: All right.
48:48:00	ROMNEY: If that's the case, then it will always be the best product that people can purchase.
48:52:00	LEHRER: Wait a minute, Governor.
48:53:00	ROMNEY: But my experience -- my experience the private sector typically is able to provide
48:57:00	a better product at a lower cost.
48:58:00	LEHRER: All right. Can we -- can the two of you agree that the voters have a choice -- a
49:02:00	clear choice between the two...
49:04:00	ROMNEY: Absolutely.
49:04:00	LEHRER: ... of you on Medicare?
49:05:00	ROMNEY: Absolutely.
49:06:00	OBAMA: Absolutely.
49:06:00	LEHRER: All right. So to finish quickly, briefly, on the economy, what is your view about the
49:12:00	level of federal regulation of the economy right now? Is there too much? And in your
49:16:00	case, Mr. President, is there -- should there be more?
49:19:00	Beginning with you. This is not a new two-minute segment to start. And we'll go for a few minutes,
49:26:00	and then we're going to go to health care, OK?
49:28:00	ROMNEY: Regulation is essential. You can't have a free market work if you don't have
49:33:00	regulation. As a businessperson, I had to have -- I need to know the regulations. I
49:37:00	needed them there. You couldn't have people opening up banks in their -- in their garage
49:41:00	and making loans. I mean, you have to have regulations so that you can have an economy
49:46:00	work. Every free economy has good regulation. At the same time, regulation can become excessive.
49:51:00	LEHRER: Is it excessive now, do you think?
49:53:00	ROMNEY: In some places, yes. Other places, no.
49:54:00	LEHRER: Like where?
49:54:00	(CROSSTALK)
49:55:00	ROMNEY: No, it can become out of date. And what's happened with some of the legislation
49:59:00	that's been passed during the president's term, you've seen regulation become excessive,
50:04:00	and it's hurt -- it's hurt the economy. Let me give you an example.
50:08:00	Dodd-Frank was passed. And it includes within it a number of provisions that I think has
50:13:00	some unintended consequences that are harmful to the economy. One is it designates a number
50:18:00	of banks as too big to fail, and they're effectively guaranteed by the federal government. This
50:23:00	is the biggest kiss that's been given to -- to New York banks I've ever seen. This is an
50:27:00	enormous boon for them. There've been 122 community and small banks have closed since
50:33:00	Dodd- Frank.
50:33:00	So there's one example. Here's another. In Dodd-Frank...
50:36:00	LEHRER: Do you want to repeal Dodd-Frank?
50:37:00	ROMNEY: Well, I would repeal and replace it. We're not going to get rid of all regulation.
50:41:00	You have to have regulation. And there are some parts of Dodd-Frank that make all the
50:45:00	sense in the world. You need transparency, you need to have leverage limits for...
50:50:00	LEHRER: Well, here's a specific...
50:51:00	(CROSSTALK)
50:51:00	ROMNEY: But let's -- let's mention -- let me mention the other one. Let's talk...
50:54:00	(CROSSTALK)
50:54:00	LEHRER: No, let's not. Let's let him respond -- let's let him respond to this specific
50:59:00	on Dodd-Frank and what the governor just said.
51:02:00	OBAMA: I think this is a great example. The reason we have been in such a enormous economic
51:10:00	crisis was prompted by reckless behavior across the board.
51:17:00	Now, it wasn't just on Wall Street. You had loan officers were -- that were giving loans
51:23:00	and mortgages that really shouldn't have been given, because the folks didn't qualify. You
51:28:00	had people who were borrowing money to buy a house that they couldn't afford. You had
51:32:00	credit agencies that were stamping these as A1 great investments when they weren't.
51:38:00	But you also had banks making money hand over fist, churning out products that the bankers
51:44:00	themselves didn't even understand, in order to make big profits, but knowing that it made
51:50:00	the entire system vulnerable.
51:53:00	So what did we do? We stepped in and had the toughest reforms on Wall Street since the
52:00:00	1930s. We said you've got -- banks, you've got to raise your capital requirements. You
52:04:00	can't engage in some of this risky behavior that is putting Main Street at risk. We've
52:08:00	going to make sure that you've got to have a living will so -- so we can know how you're
52:12:00	going to wind things down if you make a bad bet so we don't have other taxpayer bailouts.
52:17:00	OBAMA: In the meantime, by the way, we also made sure that all the help that we provided
52:21:00	those banks was paid back every single dime, with interest.
52:25:00	Now, Governor Romney has said he wants to repeal Dodd-Frank.
52:29:00	And, you know, I appreciate and it appears we've got some agreement that a marketplace
52:35:00	to work has to have some regulation. But in the past, Governor Romney has said he just
52:39:00	want to repeal Dodd- Frank, roll it back.
52:42:00	And so the question is: Does anybody out there think that the big problem we had is that
52:50:00	there was too much oversight and regulation of Wall Street? Because if you do, then Governor
52:57:00	Romney is your candidate. But that's not what I believe.
53:02:00	ROMNEY: Sorry, but that's just not -- that's just not the facts. Look, we have to have
53:06:00	regulation on Wall Street. That's why I'd have regulation. But I wouldn't designate
53:10:00	five banks as too big to fail and give them a blank check. That's one of the unintended
53:16:00	consequences of Dodd-Frank. It wasn't thought through properly. We need to get rid of that
53:19:00	provision because it's killing regional and small banks. They're getting hurt.
53:23:00	Let me mention another regulation in Dodd-Frank. You say we were giving mortgages to people
53:27:00	who weren't qualified. That's exactly right. It's one of the reasons for the great financial
53:31:00	calamity we had. And so Dodd-Frank correctly says we need to have qualified mortgages,
53:37:00	and if you give a mortgage that's not qualified, there are big penalties, except they didn't
53:41:00	ever go on and define what a qualified mortgage was.
53:45:00	It's been two years. We don't know what a qualified mortgage is yet. So banks are reluctant
53:50:00	to make loans, mortgages. Try and get a mortgage these days. It's hurt the housing market because
53:56:00	Dodd-Frank didn't anticipate putting in place the kinds of regulations you have to have.
54:02:00	It's not that Dodd-Frank always was wrong with too much regulation. Sometimes they didn't
54:06:00	come out with a clear regulation.
54:08:00	I will make sure we don't hurt the functioning of our -- of our marketplace and our business,
54:13:00	because I want to bring back housing and get good jobs.
54:15:00	LEHRER: All right. I think we have another clear difference between the two of you. Now,
54:21:00	let's move to health care where I know there is a clear difference, and that has to do
54:26:00	with the Affordable Care Act, Obamacare. And it's a two-minute new -- new segment, and
54:33:00	that means two minutes each. And you go first, Governor Romney.
54:36:00	LEHRER: You want it repealed. You want the Affordable Care Act repealed. Why?
54:40:00	ROMNEY: I sure do. Well, in part, it comes, again, from my experience. You know, I was
54:46:00	in New Hampshire. A woman came to me and she said, look, I can't afford insurance for myself
54:50:00	or my son. I met a couple in Appleton, Wisconsin, and they said, we're thinking of dropping
54:55:00	our insurance, we can't afford it.
54:57:00	And the number of small businesses I've gone to that are saying they're dropping insurance
55:01:00	because they can't afford it, the cost of health care is just prohibitive. And -- and
55:06:00	we've got to deal with cost.
55:07:00	And, unfortunately, when -- when -- when you look at Obamacare, the Congressional Budget
55:12:00	Office has said it will cost $2,500 a year more than traditional insurance. So it's adding
55:18:00	to cost. And as a matter of fact, when the president ran for office, he said that, by
55:23:00	this year, he would have brought down the cost of insurance for each family by $2,500
55:28:00	a family. Instead, it's gone up by that amount. So it's expensive. Expensive things hurt families.
55:34:00	So that's one reason I don't want it.
55:35:00	Second reason, it cuts $716 billion from Medicare to pay for it. I want to put that money back
55:41:00	in Medicare for our seniors.
55:43:00	Number three, it puts in place an unelected board that's going to tell people ultimately
55:48:00	what kind of treatments they can have. I don't like that idea.
55:51:00	Fourth, there was a survey done of small businesses across the country, said, what's been the
55:57:00	effect of Obamacare on your hiring plans? And three-quarters of them said it makes us
56:01:00	less likely to hire people. I just don't know how the president could have come into office,
56:08:00	facing 23 million people out of work, rising unemployment, an economic crisis at the -- at
56:13:00	the kitchen table, and spend his energy and passion for two years fighting for Obamacare
56:18:00	instead of fighting for jobs for the American people. It has killed jobs.
56:22:00	And the best course for health care is to do what we did in my state: craft a plan at
56:27:00	the state level that fits the needs of the state. And then let's focus on getting the
56:32:00	costs down for people, rather than raising it with the $2,500 additional premium.
56:37:00	LEHRER: Mr. President, the argument against repeal? OBAMA: Well, four years ago, when
56:43:00	I was running for office, I was traveling around and having those same conversations
56:46:00	that Governor Romney talks about. And it wasn't just that small businesses were seeing costs
56:53:00	skyrocket and they couldn't get affordable coverage even if they wanted to provide it
56:57:00	to their employees. It wasn't just that this was the biggest driver of our federal deficit,
57:01:00	our overall health care costs, but it was families who were worried about going bankrupt
57:07:00	if they got sick, millions of families, all across the country.
57:11:00	If they had a pre-existing condition, they might not be able to get coverage at all.
57:16:00	If they did have coverage, insurance companies might impose an arbitrary limit. And so as
57:23:00	a consequence, they're paying their premiums, somebody gets really sick, lo and behold,
57:28:00	they don't have enough money to pay the bills, because the insurance companies say that they've
57:33:00	hit the limit.
57:35:00	So we did work on this, alongside working on jobs, because this is part of making sure
57:40:00	that middle-class families are secure in this country.
57:43:00	And let me tell you exactly what Obamacare did. Number one, if you've got health insurance,
57:48:00	it doesn't mean a government takeover. You keep your own insurance. You keep your own
57:55:00	doctor. But it does say insurance companies can't jerk you around. They can't impose arbitrary
58:00:00	lifetime limits. They have to let you keep your kid on their insurance -- your insurance
58:06:00	plan until you're 26 years old. And it also says that you're going to have to get rebates
58:13:00	if insurance companies are spending more on administrative costs and profits than they
58:19:00	are on actual care.
58:22:00	Number two, if you don't have health insurance, we're essentially setting up a group plan
58:27:00	that allows you to benefit from group rates that are typically 18 percent lower than if
58:32:00	you're out there trying to get insurance on the individual market.
58:36:00	Now, the last point I'd make before...
58:38:00	LEHRER: Two minutes -- two minutes is up, sir.
58:41:00	OBAMA: No, I think -- I had five seconds before you interrupted me, was ...
58:43:00	(LAUGHTER)
58:47:00	... the irony is that we've seen this model work really well in Massachusetts, because
58:57:00	Governor Romney did a good thing, working with Democrats in the state to set up what
59:04:00	is essentially the identical model and as a consequence people are covered there. It
59:10:00	hasn't destroyed jobs. And as a consequence, we now have a system in which we have the
59:16:00	opportunity to start bringing down costs, as opposed to just leaving millions of people
59:21:00	out in the cold.
59:22:00	LEHRER: Your five seconds went away a long time ago.
59:25:00	All right, Governor. Governor, tell -- tell the president directly why you think what
59:30:00	he just said is wrong about Obamacare?
59:31:00	ROMNEY: Well, I did with my first statement.
59:35:00	(CROSSTALK)
59:36:00	ROMNEY: First of all, I like the way we did it in Massachusetts. I like the fact that
59:42:00	in my state, we had Republicans and Democrats come together and work together. What you
59:47:00	did instead was to push through a plan without a single Republican vote. As a matter of fact,
59:52:00	when Massachusetts did something quite extraordinary -- elected a Republican senator to stop Obamacare,
59:57:00	you pushed it through anyway.
59:58:00	So entirely on a partisan basis, instead of bringing America together and having a discussion
60:03:00	on this important topic, you pushed through something that you and Nancy Pelosi and Harry
60:07:00	Reid thought was the best answer and drove it through.
60:09:00	What we did in a legislature 87 percent Democrat, we worked together; 200 legislators in my
60:16:00	legislature, only two voted against the plan by the time we were finished. What were some
60:20:00	differences? We didn't raise taxes. You've raised them by $1 trillion under Obamacare.
60:25:00	We didn't cut Medicare. Of course, we don't have Medicare, but we didn't cut Medicare
60:29:00	by $716 billion.
60:30:00	ROMNEY: We didn't put in place a board that can tell people ultimately what treatments
60:34:00	they're going to receive. We didn't also do something that I think a number of people
60:41:00	across this country recognize, which is put -- put people in a position where they're
60:43:00	going to lose the insurance they had and they wanted.
60:47:00	Right now, the CBO says up to 20 million people will lose their insurance as Obamacare goes
60:52:00	into effect next year. And likewise, a study by McKinsey and Company of American businesses
60:57:00	said 30 percent of them are anticipating dropping people from coverage.
61:01:00	So for those reasons, for the tax, for Medicare, for this board, and for people losing their
61:07:00	insurance, this is why the American people don't want Medicare -- don't want Obamacare.
61:12:00	It's why Republicans said, do not do this, and the Republicans had -- had the plan. They
61:16:00	put a plan out. They put out a plan, a bipartisan plan. It was swept aside.
61:20:00	I think something this big, this important has to be done on a bipartisan basis. And
61:25:00	we have to have a president who can reach across the aisle and fashion important legislation
61:30:00	with the input from both parties.
61:32:00	OBAMA: Governor Romney said this has to be done on a bipartisan basis. This was a bipartisan
61:37:00	idea. In fact, it was a Republican idea. And Governor Romney at the beginning of this debate
61:42:00	wrote and said what we did in Massachusetts could be a model for the nation.
61:46:00	And I agree that the Democratic legislators in Massachusetts might have given some advice
61:52:00	to Republicans in Congress about how to cooperate, but the fact of the matter is, we used the
61:58:00	same advisers, and they say it's the same plan.
62:02:00	It -- when Governor Romney talks about this board, for example, unelected board that we've
62:08:00	created, what this is, is a group of health care experts, doctors, et cetera, to figure
62:14:00	out, how can we reduce the cost of care in the system overall?
62:21:00	Because there -- there are two ways of dealing with our health care crisis. One is to simply
62:27:00	leave a whole bunch of people uninsured and let them fend for themselves, to let businesses
62:32:00	figure out how long they can continue to pay premiums until finally they just give up,
62:37:00	and their workers are no longer getting insured, and that's been the trend line.
62:41:00	Or, alternatively, we can figure out, how do we make the cost of care more effective?
62:45:00	And there are ways of doing it.
62:47:00	So at Cleveland Clinic, one of the best health care systems in the world, they actually provide
62:54:00	great care cheaper than average. And the reason they do is because they do some smart things.
63:01:00	They -- they say, if a patient's coming in, let's get all the doctors together at once,
63:06:00	do one test instead of having the patient run around with 10 tests. Let's make sure
63:12:00	that we're providing preventive care so we're catching the onset of something like diabetes.
63:17:00	Let's -- let's pay providers on the basis of performance as opposed to on the basis
63:24:00	of how many procedures they've -- they've engaged in.
63:29:00	Now, so what this board does is basically identifies best practices and says, let's
63:34:00	use the purchasing power of Medicare and Medicaid to help to institutionalize all these good
63:41:00	things that we do.
63:42:00	And the fact of the matter is that, when Obamacare is fully implemented, we're going to be in
63:49:00	a position to show that costs are going down. And over the last two years, health care premiums
63:56:00	have gone up -- it's true -- but they've gone up slower than any time in the last 50 years.
64:01:00	So we're already beginning to see progress. In the meantime, folks out there with insurance,
64:06:00	you're already getting a rebate.
64:08:00	Let me make one last point. Governor Romney says, we should replace it, I'm just going
64:14:00	to repeal it, but -- but we can replace it with something. But the problem is, he hasn't
64:18:00	described what exactly we'd replace it with, other than saying we're going to leave it
64:22:00	to the states.
64:23:00	OBAMA: But the fact of the matter is that some of the prescriptions that he's offered,
64:28:00	like letting you buy insurance across state lines, there's no indication that that somehow
64:33:00	is going to help somebody who's got a pre-existing condition be able to finally buy insurance.
64:37:00	In fact, it's estimated that by repealing Obamacare, you're looking at 50 million people
64:43:00	losing health insurance...
64:44:00	LEHRER: Let's...
64:44:00	OBAMA: ... at a time when it's vitally important.
64:46:00	LEHRER: Let's let the governor explain what you would do...
64:48:00	ROMNEY: Well...
64:49:00	LEHRER: ... if Obamacare is repealed. How would you replace it?
64:52:00	(CROSSTALK)
64:52:00	ROMNEY: Well, actually it's -- it's -- it's a lengthy description. But, number one, preexisting
64:57:00	conditions are covered under my plan. Number two, young people are able to stay on their
65:01:00	family plan. That's already offered in the private marketplace. You don't have to have
65:05:00	the government mandate that for that to occur.
65:08:00	But let's come back to something the president and I agree on, which is the key task we have
65:14:00	in health care is to get the cost down so it's more affordable for families. And then
65:19:00	he has as a model for doing that a board of people at the government, an unelected board,
65:25:00	appointed board, who are going to decide what kind of treatment you ought to have.
65:28:00	(CROSSTALK)
65:29:00	ROMNEY: In my opinion, the government is not effective in -- in bringing down the cost
65:35:00	of almost anything. As a matter of fact, free people and free enterprises trying to find
65:40:00	ways to do things better are able to be more effective in bringing down the cost than the
65:44:00	government will ever be.
65:46:00	Your example of the Cleveland Clinic is my case in point, along with several others I
65:51:00	could describe.
65:52:00	This is the private market. These are small -- these are enterprises competing with each
65:57:00	other, learning how to do better and better jobs. I used to consult to businesses -- excuse
66:01:00	me, to hospitals and to health care providers. I was astonished at the creativity and innovation
66:06:00	that exists in the American people.
66:09:00	In order to bring the cost of health care down, we don't need to have a board of 15
66:14:00	people telling us what kinds of treatments we should have. We instead need to put insurance
66:20:00	plans, providers, hospitals, doctors on target such that they have an incentive, as you say,
66:26:00	performance pay, for doing an excellent job, for keeping costs down, and that's happening.
66:30:00	Innermountain Healthcare does it superbly well, Mayo Clinic is doing it superbly well,
66:35:00	Cleveland Clinic, others.
66:36:00	ROMNEY: But the right answer is not to have the federal government take over health care
66:41:00	and start mandating to the providers across America, telling a patient and a doctor what
66:48:00	kind of treatment they can have.
66:49:00	That's the wrong way to go. The private market and individual responsibility always work
66:54:00	best.
66:55:00	OBAMA: Let me just point out first of all this board that we're talking about can't
67:00:00	make decisions about what treatments are given. That's explicitly prohibited in the law. But
67:06:00	let's go back to what Governor Romney indicated, that under his plan, he would be able to cover
67:13:00	people with preexisting conditions.
67:15:00	Well, actually Governor, that isn't what your plan does. What your plan does is to duplicate
67:22:00	what's already the law, which says if you are out of health insurance for three months,
67:29:00	then you can end up getting continuous coverage and an insurance company can't deny you if
